,Unnamed: 0,marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,score
11096,11096,US,47807266,R2SR07RWO14DZ0,B000YDMM2M,963019694,farouk deep brilliance professional hair dryer,Beauty,1,12,17,N,Y,What is all the fuss about?  This dryer sucks!,"I bought this hair dryer based on all the glowing reviews I read about it.  So of course when it arrived, I was excited to see just how fabulous a job it was going to do drying my hair.    Okay for starters, this thing has 2 settings:  slow and hot, fast and heat-of-a-thousand-suns hot.  The setting that this dryer has for low on the heat side would be about as hot I would normally dry my hair...but since there's no speed setting to choose from, I'd be in the bathroom for about an hour trying to get my hair dry.    The thing is a little clumsy to hold and the nozzle is just slightly bigger than a silver dollar so there's not even a LOT of air coming out of it.    I turned it on, used it for about 2 minutes, repacked it into the box and came out here to immediately begin the return process.    Save your money.  This thing isn't the savior of hair care products like other reviews would lead you to believe.  It's overpriced for what you get and not impressive at all.",3/19/2008,70.58823529411767
11116,11116,US,12148910,R1FGFNHNTBLHKP,B000X2UCJO,122140779,"jerdon wall mount hair dryer with 2-speed and heat settings, 1600-watts",Beauty,5,15,16,N,N,Hair dryer,"This was a replacement for a Jerdon hairdryer that we had had for years. The new one has a sleeker look, is much quieter, & does the job (drying your hair) faster.",2/29/2008,46.875
11143,11143,US,51189354,R1T1HUPI240MUH,B000YDMM2M,963019694,farouk deep brilliance professional hair dryer,Beauty,5,10,10,N,N,Best hairdryer ever!,This is the best hairdryer I have ever owned. I have waist length chemically straightened hair that is normally  thick course and curly hair. I have about 5 inches of curly re-growth and I don't need to use my flat iron to blend it in with my straitened hair. This dryer dries super fast and leaves hair soft and less frizzy. Very quie too. I use minimal product on my hair now with this dyer. Well worth the money. I'm buying one as a back up and have recommended it to many of my friends. Love it!,2/5/2008,50.0
11151,11151,US,37944683,R51VLK8S8TTLN,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,5,17,18,N,N,hair dryer,"T3 is the best hair dryer I have ever owned.  I'm a 50 something professional with thinning, color-treated hair that is frizzy and easily dried out.  This machine leaves my hair shiny, fuller and healthy looking with no friz.  Feel like I have a new head of hair.  Will buy a 2nd dryer for the office.",1/22/2008,47.222222222222214
11154,11154,US,15805341,RXZUW4PM1F7CK,B000065DJY,919751065,revlon 1875w volumizing hair dryer,Beauty,1,26,30,N,N,I guarantee this dryer will be RECALLED!,"On the first use (following their instruction booklet exactly), this dryer burned off whole sections of my hair.  After complaining to Revlon, I was instructed to contact the manufacturer, Helen of Troy.  Frankly, if you're going to put your name on something my feeling is that you should stand by the product yourself and not send consumers on a wild goose chase to track down the responsible party!    Instead I contacted the US Consumer Product Safety Commission via email and I received a phonecall from them.  They sent an agent out to my home, purchased this dangerous dryer for cash, took pictures of all the burnt hair (yes, I saved all evidence) and I expect as there are many complaints about this product they will soon recall it.      Don't buy this dryer or any other Revlon hair products.  They are faulty and Revlon does not care about customer service, either.",1/18/2008,43.33333333333334
11155,11155,US,51402747,R2YAGH68VZY5GN,B000YDMM2M,963019694,farouk deep brilliance professional hair dryer,Beauty,5,14,14,N,N,Ideal Hair Dryer!,"I bought this hair dryer in hopes that it would do a better job than my old Revlon Ceramic Ion dryer. My hair is almost shoulder length, very textured and thick.  With my old Revlon it took me 20 minutes to dry my hair. I've been using this dryer for one week now and it takes about 8 minutes to dry my hair. While it dries hair quickly,  it's extremely gently and leaves my hair softer and more manageable than it has been in a very long time. I'm thrilled with its performance and the price can't be beat!",1/15/2008,50.0
11160,11160,US,49361535,R2L1O695H0A2Z5,B000EPHRO8,442401590,remington d-2012 tstudio collection tourmaline and ceramic hair dryer,Beauty,4,15,15,N,N,I'm buying it... again.,"I purchased this dryer almost 2 years ago. Just yesterday the switch broke-- it was a very sad day. After trying out at least 5 other dryers, I found this to be BY FAR the best for the money. It is relatively quiet for the airflow it produces- no hi-pitched whine like some other models. And it is VERY POWERFUL! It is heavier than others, but I don't mind getting a little extra muscle tone. It doesn't have a shiny plastic finish and can withstand being dropped many times on a tile bathroom floor-- trust me.<br /><br />I have long, fine hair that will get unruly and curly against my wishes unless dried a certain way. The high blower setting with medium heat works great for me, plus I use the cold shot and a big roller brush to create volume. It is very versatile, with two blower settings and three heat settings.<br /><br />Wish the one I had would have lasted, but I'm not taking any chances with another dryer. This works as well as any $100 dryer as far as I'm concerned. Only gripes are 1) the switch breaking and 2) the cord is long (great) but it tends to get all twisted up on itself even though it was designed not to. For these reasons it fell just short of 5 stars<br /><br />**Update - November 2013**  Well, I bought it again. This one lasted for five and a half years! It bit the dust, and actually produced flames on it's way out! They may have originated from the switch mechanism. It was a quite spectacular, and quite frightening, way for it to go. Because of safety concerns, I will not be purchasing this hair dryer again.",1/13/2008,50.0
11162,11162,US,52815791,R2409AP9NIOYOA,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,5,290,293,N,N,T3 Featherweight/Revlon Tourmaline Comparison,"I bought the T3 featherweight for my wife as a Christmas gift for my wife.  She has extremely thick hair and drying it takes a very long time.   After purchasing the T3 from an authorized dealer, I found the Good Housekeeping review that gave a favorable review of the Revlon Tourmaline Ionic. Since the Revlon is 1/10th the cost, I bought one at Target and gave both to my wife for Christmas.      I was hoping that she would find the Revlon comparable and we could save the expense of the T3.  No such luck.  She first used to T3 and found that it was much quieter than her current dryer and that it reduced the time it took to dry her hair by about 10 minutes.  When she next used the Revlon, she ended up burning her hair and refuses to ever use it again.  She's been using the T3 for about three weeks as remains very happy with it.     Being the more analytical one, I decided to do a scientific comparison between the two.  Note that I only had one sample of each dryer and I didn't use calibrated instruments, so these observations are only useful in comparing the two samples that I had.     The first and most important difference concerned the temperature of the air exiting these two dryers while set for high output and hot temperature.  The T3 held a fairly consistent temperature that most of the time fell between 190 and 210 degrees.  Extremes fell between 180 and 230 degrees, but these were for only a second or two before the temperature returned to 200+/-10 degrees.      The Revlon was much less consistent.  Its temperature continuously fluctuated between 130 and 235 degrees. Once I observed the temperature spike to almost 260 degrees.  I must have been one of these spikes the burned my wife's hair.  I took measurements over three different periods and noticed wide fluctuation during each one.  Keep in mind that I only had one sample of each dryer so these problems may be caused by a defective unit and not indicative of the entire line.      Both dryers are very quietcompared to those that my wife has used in the past.  The T3 ran at about 100 decibels at the intake and output ends and about 90 decibels on the side. From one foot away, the dryer ran from 78 to 84 decibels.   The Revlon was a little louder, running about 105db at the ends to 90db on the side.  From one foot, it in ranged from 82-89 decibels.  These measurements were taken in our bathroom which has almost no sound absorption.      The Revlon did push out more air.  On the high settings, the air exiting the Revlon had almost twice the force of that of the T3.   On the low setting, T3 had about 75% of the force of the Revlon.      Bottom line:  The Revlon had temperature problems and burned my wife's hair.  If that could be fixed, it would be a great dryer as it's 1/10 the cost on the T3.  But, right now, there's no way my wife is going to give up her T3.",1/13/2008,49.48805460750854
11163,11163,US,32449013,R1EAITUDCX4XZS,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,Beauty,1,11,14,N,Y,Cord Keeper Breaks!,"I researched all the hairdryers on amazon, and this one seemed like a great product at a great price.  Unfortunately, one huge design flaw has prevented me from using it.  The cord keeper function broke after about 3 months of use, so in order to use it I have to either     1) Be within 12 inches of the socket, or   2) I have to fold the cord up after pulling it out and hold on tight the entire time I'm drying.      A very frustrating experience. Buyers...beware.",1/12/2008,78.57142857142857
11165,11165,US,21999521,RAS9VG2A8UNKA,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,Beauty,5,40,42,N,Y,Conair 209R Ion Shine(s) for Under $20.00!,"You can't get much for $20 these days.  However, an Andrew Jackson will get you the Conair 209R Ion Shine 1875 watt hair dryer from Amazon.com, and your even have some change left over!  This dryer produces an impressive jet stream of air, with a selection of 3 heat settings.  The technical specifications boast Clouds of negatively-charged ions neutralize positive charges that are in the air and reduce the static electricity that causes fly-away frizzies and dulls hair.  Well, I don't know what all of that means but I will admit that my hair is not frizzy after using this dryer.  There is also a cold-shot button, which quickly removes heat from the air output, which is a great feature.  The dryer has a little weight to it, but it is not bulky and seems to be balanced quite well.  All hair dryers are fairly noisey but this Conair 209R Ion Shine is quieter than most of my previous dryers.<br /><br />One of my favorite features of this model, the built-in cord retractor, seems to be getting negative comments from other reviewers here on Amazon.  Common sense tells me that I should hold onto the heavy power adapter with one hand while holding in the cord release buttong with the other.  You easily control the retraction speed this way, which prevents the end from whipping around as most people are complaining about.  It's really not a big deal and doesn't take much effort on the user's part.<br /><br />I do wish that this dryer had three air speed settings, since high is sometimes too harsh, and the low setting is usually too soft.  Overall, for less than $20.00 this is a real bargain of a hair dryer and I couldn't be much happier with my purchase.  Thanks for the great deal Amazon!  =o)",1/11/2008,95.23809523809523
11167,11167,US,22818581,R1NS5CPTO9XOSA,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,5,16,17,N,Y,"Terrific hair dryer, with caveat","Works great; same dryer used by my hair stylist.  Here's the caveat:  Since I bought it from DiscountJungle via Amazon.com, the manufacturer would not honor their 4-year warranty.  They told me they only warranty products sold (at full retail cost) by their authorized vendors, adding that hair dryers sold by Amazon.com or by DiscountJungle were often used (not new) or knock-off copies of their product.  The manufacturer strongly recommended that I return the product to DiscountJungle, and buy one from their website, or from Nordstrom (one of their few vendors); then the manufacturer assured me they would warranty the hair dryer.  I phoned DiscountJungle, explained all this to them, and was assured that mine was brand new (sure looked new to me), and that DiscountJungle would honor the 4-year warranty.  I got that in writing from them, and then I was able to start using the hair dryer.  It was no fun going through all this.  Just be prepared...",1/8/2008,94.11764705882355
11174,11174,US,46428909,R1JIE4Q4XZ12EG,B000YDMM2M,963019694,farouk deep brilliance professional hair dryer,Beauty,5,10,10,N,N,Good hot air,"This is a good high end hair dryer at a cheap hair dryer price.  After my last cheap one stopped working, I saw this and figured I would splurge.    Why I am happy...  It is light and quiet.  It dries hair quickly.  It has a long cord.  The comb attachement is handy and securly clicks on. It is BRIGHT orange so you will not lose it ;)    Both myself and DD have fizzy hair.  After drying her hair with the comb attachment is was softer and less frizzy.   The result was wow.    My hair....used the dryer as I was brushing my teeth and wiping down the counter so it still came out frizzy but when I used my CHI iron on it, the process was quicker and my hair was smoother.      This is a good product.",12/28/2007,50.0
11187,11187,US,43349587,R2TGMCIIKJIBXW,B0009XH6VO,223051644,andis hangup 1600w wall mount hair dryer,Beauty,5,10,10,N,Y,"Very compact, dries well, stays out of the way","Pros:  - Fits well in hand and is easily maneuverable  - Puts out high volumes of air at a high-enough temperature  - Very compact; fits in a very small space  - Night light is surprisingly useful; it lights the way to the bathroom without being so bright as to be distracting    Cons:  - Power cord length is not adjustable  - Included mounting screws/anchors are flimsy    I bought this Andis dryer to replace a similar type Conair unit that died after about a year's use.  My wife's habit of leaving her non-hanging dryer and tangle of cords all over the sink and vanity motivated me to get a replacement fast!    The dryer does its job -- drying -- very well.  The compact handset is easy to maneuver and it puts out a surprisingly high volume of air at the right temperature, which is a must for those with long or extra-thick hair.    This is the smallest unit of its kind I've seen.  The mounting bracket is barely wider than the dryer, which makes putting it into tight places a snap.    The relatively minor disadvantages have to do with the installation.  First, the power cord length cannot be adjusted.  It is one continuous cord from the bottom of handset, through the mounting bracket, and down to the GFCI power plug.  Some competing dryers have an electrical junction in the bracket which allows you to shorten the wire running from the bracket to the wall outlet and makes for a neater, tangle-free installation.  Second, and this is a quibble, the enclosed mounting screws and wall anchors are pretty flimsy.  I substituted a better pair I had sitting around in my toolbox.    All in all, this product does what it is supposed to very well and, despite a couple of one-time installation issues, I am very pleased with my purchase.",12/11/2007,100.0
11197,11197,US,25929479,R2W056GFOYA45H,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,4,17,20,N,N,Unauthorized Seller,"As far as the product goes, it is a fantastic hair dryer.  It leaves my hair feeling soft and looking silky after blow drying it before I even do anything else to my hair.  However, my gripe with this product is that Amazon is NOT an authorized seller of the product and, thus, I cannot register the hair dryer.  T3 actually told me I should send it back to Amazon and refuse the credit card charges with my credit card company.  Fortunately for Amazon, and unfortunately for me, I don't have the time or money to spend trying to resolve this issue.  I just pray that my investment in this hair dryer, which I hope is authentic, will not be short-lived.  Let the buyer (of this hair dryer from Amazon) beware!",11/26/2007,42.5
11223,11223,US,15942941,R2AIX52C3P4RTV,B000M7YQOM,238410319,andis 1875 watt professional ceramic ionic hair dryer,Beauty,5,11,14,N,Y,I LOVE IT!!!!,"I have thick African American hair.  This straightens my hair quickly and I don't need to work SO hard when flat ironing my air with this.<br /><br />I also suggest buying a nice ionic hairbrush like the CONAIR and if you use flat irons, you can find a really good IONIC brand without spending Chi money.  I have the Titanium Tools Jilbere de Paris flat iron.... whatever it is... works for me and cost me around $50. Half the Chi price.  Get the Biosilk or the Chi silk Infusion (use a small amount) to protect your hair... they last a long time and protect your hair.<br /><br />You will rarely need a salon with these ingredients.",9/15/2007,78.57142857142857
11224,11224,US,42782684,R2XJ0XUR2BXMXD,B000IF3D38,108191918,conair thermal shine 1875 watt hair dryer 1 ea,Beauty,5,71,72,N,N,Perfect!,"I was skeptical about the ceramic disk/ion feature, that it would actually reduce the static electricity, fly-aways & frizzies and make my hair shinier and more manageable.  How could a thing that blows air do all that?   I knew I needed to look for something new though because after using my old blow dryer, my medium thick, wavy, frizzy fly-away hair was not presenting itself in a pretty way but just looking worse and worse.  Any grade of shampoo and conditioner didn't seem to make a big difference overall.    It got to be where I just dreaded the task of doing my hair.    After using this Conair dryer one time, my crown of glory was good enough to go as-is if I didn't have time to use the flat iron.  This is a 100% improvement over my old-no-special-features blow dryer which has been retired to probably dry pets and mittens and boots or whatever.  Now after using this Conair almost daily for about a month, I wish I had learned about the technology way sooner and saved myself a lot of angst over how to tame my hair.   I love this blow dryer and that it came with three attachments (I don't know which I like best), that it is light weight, has a sufficient length cord, dries my hair quickly, isn't overly loud, and most of all that I can SEE that my hair is in better condition.",9/5/2007,49.305555555555564
11227,11227,US,51685936,R1SY0R012Q33B1,B000LQB5YS,194533684,t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer,Beauty,1,304,315,N,Y,Not authorized - you'll be taking a chance,"I bought this dryer at Amazon in order to get it for $125 less than the MSR.  In 6 months it quit working completely and I contacted Amazon about it only to be told that it was past the 30 days.  I emailed Amazon a few time before posting this, in order to give then a chance to make it right, but they offer no help at all.  This is when I learned that these hair dryers are ONLY sold through authorized dealers and Amazon is not one of them.  So my hair dryer is possibly a copy; it is certainly not under any kind of warranty and I just lost that $175.  The real deal is a fabulous dryer and I would suggest buying it for the full $300 and having a 4-year warranty on it.      Amazon is one of the places online that I have always felt safe making purchases, but no more.  Please be aware that you're taking a chance that it may not be authentic and it might fail, and, if it does, you will have just lost a lot of money because there is no support for it.",8/27/2007,96.50793650793649
11232,11232,US,29803921,R25Q8ACCPZR0DM,B000M7YQOM,238410319,andis 1875 watt professional ceramic ionic hair dryer,Beauty,5,14,15,N,N,Great Product,I was looking for a new hair dryer b/c mine did not have the concetrator attachment and the universal wouldn't fit.  So I found this one and it had a great price and had pretty good reviews on other websites but a great price here.  I got a great deal with the flat iron as well.  It's perfect.  It drys my hair much quicker and my hair feels softer and looks better than it did with just the regular hair dryer.  I would absolutely recommend this item.,8/9/2007,46.66666666666666
11233,11233,US,51780421,R13PZGF8QO1NIF,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,1,50,62,N,N,Worst Quality Product - EVER!,"I've had two.  First one quit working in 2 months.  Replacement ALSO quit working after 3 months.  I still haven't gotten all the gory details on WHERE to send this second defective unit.  Plus, I have to pay to ship it there AND include a check for $14.95 for processing.  Some warranty. It may be 4 years, but is it worth the hassle - time & expense - of returning every 3-4 months?  The worst part is that the first one was a gift from my sister-in-law and she was mortified so handled the first replacement...the store kindly exchanged it for her.  She paid $200 for the darn thing, so I would hope so!  In any case, I did not want to prevail upon her kindness again, so decided to handle this one myself.  I go to the web site - no info there - says to call them.  I call them.  They tell me to go to the website and send an email.  Huh?  Why couldn't they have just said that on the website?  I suspect because they have a LOT of defective units but don't want people to guess that, and if they had the warranty info there, well, it would be a negative and not a positive.  At any case, and at that kind of money, there should be better quality control (AND WARRANTY instructions!) so that I don't have to go thru this every 3 months!  What is wrong with this picture?  Yes, buy it if you want to deal with the warranty mess and inconvenience and cost.  You'll love it for the 3 months, miss it for 2 months while awaiting the warranty info/replacement...and then the cycle will begin again.  I have very thick hair with waves and it works wonders and leaves my hair shiny.  But, geesh, I could never recommend it to anyone.  $200 and I have to send it back for warranty every 2-3 months.  Hello??? Bespoke are you listening????  My friends would never forgive me if I recommended such a poor quality product to them.  Now that I had to prevail upon my sister-in-law to get her receipt, and I have it in hand, I can now spend my money to send the thing back.  This has added 3 weeks to the delay, but I have FOUR YEARS.  At this rate, they will probably wait until just about the end of that period to send me a replacement so the new one will be out of warranty practically when it arrives.  I got the first one in late Dec 2006.  The second one in mid-Marchlay, but I have FOUR YEARS.  At this rate, they will probably wait until just about the end of that period to send me a replacement so the new one will be out of warranty practically when it arrives.  I got the first one in late Dec 2006.   The second one in mid-March",8/9/2007,40.32258064516129
11241,11241,US,49388421,R1VFIXCWP3AE1S,B0009XH6VY,568981338,andis hangup 1600w hair dryer with cord hanger,Beauty,5,11,11,N,Y,"Conventient, good power","Tacks onto the wall very nicely.  It comes with double sided thick tape and places for screws.  I used the tape and haven't had any problems in over month.    I saw these in hotels all the time and loved the convenience.  Now I don't have to deal with dragging it out of the closet every morning.  It's right there hanging next to the mirror.    I found it to be plenty powerful, and not too hot.  The lower setting is good if you don't want to disturb someone who is sleeping.  The high setting is powerful and loud.",7/28/2007,100.0
11245,11245,US,24722130,R2IDYHWFAODWR3,B000E8PG98,676407800,conair 1875 watt cord-keeper hair dryer; pink,Beauty,3,14,18,N,Y,Watch the retractable cord!!!,"I would have given this a better rating, because the dryer performs just fine. I especially like the variable speeds and heat settings.     CAUTION: Be careful when pushing the cord retraction button as it will fly wildly about causing a risk of getting socked in the face with the oversized safey plug.",7/14/2007,77.77777777777777
11246,11246,US,13658868,R168BP7M3HO65H,B000LQB5YS,194533684,t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer,Beauty,1,88,96,N,N,Bespoke Labs T3 SE Ionic Hair Dryer,"I was unable to keep this product due to the fact that the products box was not sealed and there was not a serial code attached to the hair dryer.  This code is necessary in order to register it for it's 5 yr warranty.  When I informed Amazon of this problem, they sent me another one, and this too did not have a seal and bar code.  This only leads me to wonder where are these dryers coming from?",7/13/2007,45.83333333333334
11248,11248,US,18496858,RM0Y5EIBYMB8Y,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,2,15,19,N,Y,pretty lame,"I don't know if my product is defective, I just got it in the mail.  But it is not what I would call a hair dryer.  It doesn't generate much of a wind and it doesn't get very warm.  I would not even consider this something worthy of packing to go on a trip.  I'm going to send it back and keep my nice hair dryer which is just a little bit bigger.",6/28/2007,78.94736842105263
11249,11249,US,25251201,R1NKIBGZIPWWXR,B000BBGS40,588999286,"hot tools professional 800 watt ionic soft bonnet hair dryer, black & white",Beauty,1,16,17,N,N,It burned out in 6 months,"I bought it in the middle of December 2006.  Today June 18, 2007, I turned it on to use it and it burned out and smoke was coming from the vents.  The plastic around the slot the tube goes into broke twice..had no choice but to stitch it with thread to keep it attached to the plastic cap.  So disappointed with this product.  Don't buy it.  Better to spend the money and buy professional.  This product is not worth the 40something dollars I paid for it.",6/18/2007,47.058823529411775
11250,11250,US,52809559,R2S40H3M4ZQT6O,B000LQB5YS,194533684,t3 bespoke labs 83888-se special edition evolution professional ionic ceramic tourmaline hair dryer,Beauty,5,79,85,N,Y,Best Hair Dryer Ever,"I have fine, wavy, fly-away hair that is prone to bushing and frizzing even in non-humid weather and until I found this dryer nothing could smooth, straighten and calm down this wild animal on my head!    This dryer is like a miracle!  Even in hot, humid weather I can walk outside and not feel my hair shrivel and kink up.  OK, there will be a little frizz, but not anywhere near as much as before.  I'm telling you, if this dryer can work this well on my hair it can work for anyone.  I've tried other expensive dryers that women rave about and they were all a waste of money compared to this one.    First of all, let me warn you that if you are expecting this dryer to be anything like your old dryer you are going to be let down.  In just about every way this dryer makes you think it's not up to the task but if you give it a chance you'll see that it is light years better than anything else out there.    For instance, this dryer does not seem to put out a lot of air.  People tend to think it doesn't have enough power but that's not because it isn't working, it's because it doesn't need to blow your hair to smithereens in order to dry it quickly and thoroughly.  And the benefits from not having to deal with all that wind are amazing.  It actually gives you better control over your hairstyle and doesn't poof up your hair.  If you curl your hair around a barrel brush and pull it tight, then pull verrry slowly down to the ends while following it with the dryer, it will dry your hair far more efficiently and smoothly than if you had to deal with tons of wind blowing your hair all over the place.  The only thing is that it takes some getting used to the lack of wind because you are forced to handle your hair differently.  Once you get the knack of it, though, you will never want to go back to your old dryer again.  I feel so much less stressed out using this dryer, too.  It's quieter, lighter and doesn't require gymnastics to achieve amazing results.    Another thing is thatthe dryer is amazingly light - it weighs just over half a pound!  Again, the control this affords you in being able to hold the dryer at strange angles indefinitely without feeling awkward or tired is amazing.  I used to think that only a professional could dry the hair on the back of my head and style it well, but now I can do it myself to perfection with this dryer.  This dryer is so easy to use you will have more energy when you leave the bathroom.  I'll swear it takes less time to dry my hair, although I haven't estimated by how much.  It feels like it takes about 25% less time than my old dryer, which was also a professional ionic/ceramic dryer.     One thing that is strange about this dryer (but not in a bad way) is that at first I thought I was seeing smoke rising from my hair when I used it.  This alarmed me because I thought I was damaging my hair.  Now I realize that this is most likely the humidity being blown out of my via the miracle of modern science!  It has no smell and it seems like water vapor.  I had seen this effect a bit with my old dryer, but it happens a LOT with this dryer.  All I know is that my hair comes out silky, smooth, and since I've been using it, in MUCH better condition than before.  I sometimes feel like I've used a relaxer on my hair!    The only complaint I have about this dryer is a small one and quite minor in the scheme of things.  The control buttons are in an awkward place on the grip of the handle and it is easy to accidentally turn the dryer off or change the speed or temperature.  There are 2 independent speed controls and 3 temperature controls.    Other than that, I find the lower speed virtually unecessary because the higher speed is versatile enough to use for any purpose.    In general, I would highly recommend this dryer to anyone regardless of their hair issues.  I often see women with thick curly hair act as if their hair type is the hardest to handle and if a dryer can work on them it can work on anyone.  Well, they never had fine, fly-away, kinky, curly, bushy, virtually weightless hair that will not be tamed for love or money like I do, so I often wonder just who has it harder in that department!  But regardless of that, I think that anyone who wants silkier, smoother, straighter hair will be more than happy with their results with this dryer.  Personally, when I have seen bad reviews of this dryer I think it's because the person hasn't learned how to use it yet and is expecting it to act like the average hair dryer.  If you have that reaction I would suggest taking some lessons in blow drying techniques because I am pretty sure that will solve your problem.  This dryer has taught me so much about how to dry my hair successfully that I am almost in debt to it for an education as well.  Now if they can only come out with a model that will shine shoes too!  ;-)    UPDATE May, 2008:  I have now owned this blow dryer for about a year and despite daily use it's still going strong with absolutely NO issues whatsoever and I am still thrilled with its performance!",6/15/2007,92.94117647058823
11258,11258,US,16523522,R2FQEQYR0NIDO3,B0009XH6V4,670161917,andis micro turbo hair dryer,Beauty,5,121,123,N,Y,"Small, Fast, HOT!!!","The Andis 33805 Micro Turbo 1600W Dual Voltage Hair Dryer is a great little personal grooming appliance.  It has two settings: Low and High.  I use High almost exclusively, even though I have fine, short, grey hair because I don't like to dawdle over grooming in the morning.  Its dual voltage selections (125V/250V) would come in handy if travelling (with an added plug adapter).  High produces a rapid stream of air that quickly heats up and stays at a steady, moderately high temperature.  Low is appropriate if you spend more time styling with some degree of heat--producing a nice smooth and fuller result.  However, I'm a Type-A character who wants the job done pronto, so this is my machine of choice.  All dryers sound a little loud right in your own ear, but a family member says that the Andis is quieter than the Sunbeam I recently replaced.<br /><br />I bought this device to replace a Sunbeam compact dryer, which replaced another Sunbeam, which was preceded by at least two Conairs, and a parade of various compact (mostly) dryers over the last 32 years.  This is the BEST of the lot.  I actually gambled and bought two at once because compact dryers are getting hard to find now, and my confidence has been rewarded.<br /><br />If you are looking for a quick solution to get going in the morning after your shower, look no further.  This one's a winner!",6/7/2007,98.3739837398374
11262,11262,US,51842490,R39OTRW73YS3YM,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,4,39,39,N,Y,No more frizzy hair!,"For my entire half century of life, I've been blessed with curly hair which morphs to piles of frizz in rainy, snowy or humid weather.  Regular hand-held hair dryers never quite dried my very-thick hair and didn't prevent the frizz.  This one not only dries my hair, but does so quickly and a lot more quietly than any other I've used.  The best thing is that it really does reduce the FrizzFactor significantly.  I won't claim it's completely gone, but having 90% less frizz is cause for celebration and a four-star rating.  By the way, I live in HotLanta where frizzy-hair weather lasts longer than a Maine winter.",5/30/2007,100.0
11265,11265,US,52136238,R3MSOJ1KRKNUPE,B0009XH6UU,486589264,andis pro style soft grip 1600 watt hair dryer,Beauty,5,58,59,N,Y,Just what I've been trying to find!,"I have a very old Conair Prostyle 1600 - my favorite hand held dryer, and after over 10 years, it's been on its way out.  I've tryed various dryers, but none of them have the great feel of my old Conair.  I just recently ordered the Conair Yellowbird 1875...thought it would be great - looked just like my old one, only yellow.  I tried it once and sent it back.  It was too heavy..unlike the Conair 1600, which was oh so light...and surprisingly didn't have the blow power I expected.  So I read one review on the Andis Pro Style 1600 and it sounded good.  I tried it this morning and it's perfect - very light...and so small, I couldn't believe it.  I travel on business and have not found a travel dryer I'm happy with, so I'm going to order another of these for a travel dryer.",5/25/2007,98.30508474576271
11268,11268,US,23114925,R2ZK5IQ3ELV5VI,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,1,69,73,N,N,Poor quality,"I bought this hairdryer as a gift for my 84 year old mom and it does not work as promised. The adjustment for height is hard to use the dryer doesn't dry the back of the hair, just the front.Also, it has collapsed while she was sitting under it , so not only doesn't it work properly but it is also potentially dangerous . I would definitely not buy this hairdryer.",5/22/2007,47.26027397260273
11269,11269,US,14311899,R1N389JMN4M2OP,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Beauty,2,60,61,N,N,Not Impressed,I would not advise anybody to buy this product. It is the noisest hard hat hair dryer I have ever heard. It takes extremely long to dry my hair. I wanted to send it back to the manufacterer but I have no money to waste on shipping so i decided to just live with it and consider it a loss.,5/21/2007,49.180327868852466
11275,11275,US,44993474,R3L979CVNYV254,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,5,14,15,N,Y,Happy Hair,"This hair dryer is identical to the one used by my stylist - and I paid the exact same price he did. I have some natural wave to my hair and while the dryer doesn't straighten every hair on my head, it does a better job than a regular dryer does. My hair tends to retain water, but I would say drying time is less than five minutes with this dryer (my hair is shoulder length). At my last cut, my stylist remarked that my hair is in good condition  - about a month after I'd been using the dryer. The dryer does get hot, but not to the degree my other dryers have. Granted, I don't have a warranty with it, but I'm very happy with this appliance.",5/6/2007,93.33333333333331
11279,11279,US,52878268,R382BBVRQARANB,B000K7JLGM,199558933,t3 bespoke labs 83808-se featherweight professional ionic ceramic tourmaline hair dryer,Beauty,4,35,36,N,N,Decent product,"I've been using a Super Solano professional dryer for years but was burning my hair, so, after a lot of internet research, decided to try this model.  This dryer does not push out as much air, but it is much lighter and quieter - which at first made me think it was not doing as good a job.  To my surprise, it actually did a better job in the same amount of time.  Despite the heat, no burning occurred, and my slightly wavy hair was nice and straight, shiny and smooth.  Not really sure what ions or tourmaline do, but the results are solid.",5/2/2007,48.611111111111114
